PRICE,BEDROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST
625000,4,2,682,238,2003,37000
293000,3,2,728,167,1977,44000
2150000,4,4,1277,373,1997,4600
440000,4,2,621,201,2002,27800
1700000,3,3,506,353,2011,13500
970000,4,4,423,139,1992,8000
500000,4,2,613,225,2003,17800
315000,3,,797,110,1958,17800
577500,4,2,683,113,1972,20600
310000,3,2,624,128,1994,14700
547000,4,2,450,261,2001,16800
1435000,4,2,312,238,2012,7000
800000,4,3,712,259,1996,16200
395000,4,,15370,432,2009,28600
512000,4,2,614,202,2004,15000
303000,3,1,692,123,1970,12300
1700000,4,2,483,284,2009,4600
455000,4,5,1502,146,1953,18300
580000,3,2,409,148,2010,12800
196000,3,2,225,105,2016,43200
900000,7,13,4046,452,,26000
405000,3,1,315,103,2007,14700
770000,5,2,4557,279,2007,30200
915000,4,,744,221,1988,17900
620000,4,2,832,246,2014,28100
385000,3,2,280,115,2014,21000
1700000,3,2,491,207,1998,11000
285000,3,2,505,130,1999,41100
1550000,5,1,759,267,1938,6000
395000,3,2,691,96,1989,10300
525000,4,2,640,209,2010,24200
485000,4,2,1012,140,1970,23200
412000,3,2,388,171,2014,40300
605000,2,2,494,119,1927,3500
661500,4,1,700,137,1986,12300
335000,3,2,506,105,1995,35500
612500,4,1,551,202,2002,6500
369000,3,1,582,115,1981,9600
285000,3,1,224,107,2011,32000
565000,6,2,716,215,,28800
745000,5,3,2200,374,2011,27400
2100000,5,2,550,350,2008,7100
630000,4,1,696,156,1986,12100
332000,4,2,778,131,1990,27100
450000,3,1,968,92,1962,8200
340000,3,1,909,108,1988,56900
435000,3,3,490,144,2010,14500
650000,4,2,933,184,2002,35600
84950,4,,2192,248,2005,41600
345000,4,3,4058,272,2016,34100
535000,4,3,810,179,1969,9200
552000,3,2,436,112,1958,9100
825000,3,2,431,158,1939,3900
706000,4,3,684,200,1979,12100
890000,3,2,1424,180,1985,6700
545000,4,4,753,167,1983,10000
755000,4,2,475,236,2000,13100
380000,4,2,390,173,2014,29700
470000,3,2,533,182,2002,9000
790000,4,2,720,150,1976,15700
375000,4,4,728,180,2006,55500
153050,3,,233,113,2015,32600
620000,4,4,1242,204,1976,15700
550000,4,,629,275,2009,20300
302000,3,2,232,113,2013,29400
850000,1,,420,218,2006,7400
355000,4,2,747,155,1975,38400
540000,4,2,522,182,2012,14100
1800000,4,2,986,197,1958,10300
570000,3,2,384,156,,12500
345000,2,1,4063,105,1962,21900
390000,2,2,441,70,,14200
785000,4,2,688,219,1980,12700
500000,4,2,493,207,2015,21800
317500,2,1,728,92,1954,31600
1420000,5,4,728,266,2010,13300
1750000,5,3,703,599,2001,18600
1225000,4,2,453,241,1999,6600
51000,4,2,960,227,,18500
1445000,4,2,911,300,1967,8600
355000,4,,392,168,2015,26100
405000,3,1,731,94,1975,19000
1600000,4,2,351,261,2011,8800
870000,4,2,801,266,1978,11700
259000,3,,842,151,1960,36200
805000,4,2,372,181,2008,10000
539000,4,2,669,173,1994,26000
530000,4,3,699,180,1986,10700
950000,4,6,3848,368,2008,31000
665000,3,2,355,174,2007,27200
825000,2,2,203,110,,3900
385000,2,1,683,180,1990,27400
1722500,3,2,697,126,1950,6600
395000,4,2,510,188,2006,31100
300000,4,2,700,94,1989,12100
445000,3,1,691,127,1986,23700
640000,4,6,2000,180,1996,30500
805500,4,2,827,235,1987,23200
830000,4,2,629,227,2014,28600
860000,3,1,645,155,1951,9300
370000,4,2,564,153,2001,33100
515000,4,2,1963,157,1993,30200
929000,7,2,647,90,1995,7500
350000,3,3,634,99,1990,18000
810000,3,1,365,119,1920,13700
144950,3,,183,111,2016,32600
750000,3,2,384,75,1973,12000
445000,4,2,2002,206,1978,27100
321000,4,4,763,163,1979,14900
560000,3,2,814,168,1985,17900
511000,3,2,801,131,1981,22200
685000,5,2,776,279,1999,16500
655000,4,6,4050,257,2000,47300
572000,3,2,680,139,1983,22300
436000,3,2,811,102,1967,15400
527500,4,3,733,207,2002,50500
386000,4,2,580,142,1994,13500
465000,5,2,633,192,,34400
710000,5,4,709,192,1989,12600
660000,6,,10046,260,1982,29900
640000,3,1,686,118,1989,18200
800000,5,2,2037,300,2011,29600
755000,4,2,544,273,2011,21400
625000,4,2,740,285,1989,13300
1165000,4,2,808,274,1986,17400
498000,4,2,755,215,1995,11700
1300000,5,2,594,223,1950,4200
680000,4,4,2080,245,,28800
195000,4,2,518,194,2014,26100
600000,3,3,700,151,1990,9900
470000,4,2,640,181,1995,15800
640000,7,4,2002,249,1995,28100
440000,3,1,1941,119,1970,20100
1112500,3,2,351,234,2000,4800
1570000,5,2,911,270,1965,9700
635000,4,3,659,248,2004,16200
400000,4,2,538,177,2010,34600
370000,3,2,390,135,,35300
385000,4,2,606,139,1997,31200
573000,4,2,642,169,2007,15700
175000,4,2,322,127,2002,11800
1340000,4,2,412,350,1990,9300
310000,4,2,911,144,1992,56200
430000,4,2,611,163,2000,12000
500000,4,2,684,201,,31200
890000,4,2,690,217,1958,4200
2100000,5,2,1089,341,1981,8300
566000,4,3,705,283,2000,17100
630000,4,3,663,224,2010,24400
280000,4,1,780,135,2002,33800
748000,3,2,221,154,2014,5400
830000,4,2,836,263,1999,27000
794000,4,2,700,194,1993,14200
685000,4,4,885,167,2002,10400
880000,4,2,951,202,1988,11600
550000,4,2,2029,198,,50600
520000,3,1,728,86,1965,16000
1065000,3,2,386,170,1999,6900
708000,1,1,519,86,1923,3600
375000,3,2,512,95,2000,20600
471000,3,6,444,131,2009,24800
482500,4,2,565,152,2005,24800
241500,4,1,420,120,2000,35900
850000,4,2,793,185,1975,10000
355000,3,1,188,94,2015,20400
357000,3,2,680,111,1989,10500
720000,4,2,910,300,2007,55800
585000,4,2,680,152,1977,13000
1185000,4,5,752,229,1955,4000
710000,3,,502,153,1998,9400
240000,3,1,681,100,,33900
565000,3,2,2043,135,1935,23200
1350000,3,,564,218,1928,15000
1500000,3,2,532,187,1999,11000
820000,4,2,616,310,2011,27200
800000,4,2,743,213,1998,26100
337500,4,2,604,129,2000,17800
595000,4,2,2035,152,1987,23500
320000,3,1,1013,100,1981,9100
770000,4,2,641,255,2000,27400
485000,3,2,1034,195,1976,53700
650000,4,2,699,169,,9300
415000,3,1,300,130,2014,15000
365000,3,2,306,158,,12300
565000,4,2,574,180,2007,22700
955000,4,2,802,315,1993,23900
1700000,4,2,600,293,2011,8400
380000,4,2,535,180,2010,22900
680000,4,2,1099,132,1975,16000
2160000,5,4,1073,374,1954,7300
420000,4,2,677,457,,21800
730000,4,2,408,177,,12600
740000,4,2,985,208,1989,33500
515000,4,2,590,220,2001,20400
1025000,3,2,470,154,1938,3800
1150000,4,2,4594,222,,3600
810000,4,2,518,187,2011,11300
430000,2,2,868,106,1955,40100
590000,3,4,769,140,1972,12800
650000,4,1,30984,162,1994,34100
595000,4,2,684,168,1978,21200
850000,4,2,737,193,1986,13500
480000,4,2,480,160,2009,15500
470000,4,2,520,206,2012,42600
352000,3,1,716,88,1988,19400
340000,4,1,483,107,1994,12700
705000,4,2,744,176,1977,21800
1750000,4,2,1080,305,2004,9400
880000,4,2,2047,296,2008,16500
560000,4,2,817,212,2004,21800
585000,4,2,602,191,2006,20300
1760000,5,3,523,376,2009,7200
483000,4,1,476,143,,10500
370000,4,1,826,111,1974,17600
518000,4,2,562,231,2008,33900
400000,4,1,675,210,1984,13900
1320000,3,2,239,145,2001,10200
1060000,4,,847,275,1987,26000
599000,4,2,1800,172,1992,28600
1110000,4,2,716,305,,26400
387000,3,3,700,89,1968,18100
700000,4,2,293,218,2008,14900
520000,4,3,728,150,1984,9700
834000,4,2,875,231,1994,21500
660000,3,3,10206,190,,16200
450000,4,1,486,140,1995,13200
225441,3,2,927,334,1975,8200
575000,4,2,740,226,2003,20300
1150000,3,2,484,186,1925,16000
280000,3,2,242,118,2009,22000
800000,4,4,620,309,2001,14700
967000,6,2,874,295,1994,26000
169000,4,2,715,135,1992,27400
415000,3,1,2036,105,1979,34600
420000,4,2,667,231,2007,41700
368000,3,2,831,105,1987,55600
565000,4,2,480,191,2002,23000
415000,4,2,1684,112,1985,39700
1350000,4,2,810,180,1995,4900
425000,4,2,810,137,1970,11400
472000,4,2,568,176,2006,12700
750000,4,2,735,236,1992,11200
460000,4,2,700,170,1993,15300
790000,4,2,1003,276,2002,27000
385000,4,2,617,178,,12900
495000,3,2,192,98,2011,8400
380000,2,4,1274,117,1974,13600
1580000,5,4,883,364,1963,9000
470000,4,2,748,146,,20400
400000,4,4,569,166,2002,13100
730000,5,,2064,252,2010,29600
1210000,3,1,325,128,1916,4800
80000,4,,20728,331,1994,27800
307000,3,1,11846,97,2000,15300
200000,2,1,131,70,1995,23000
420000,2,1,132,76,1986,10700
480000,3,2,222,128,2015,22800
480000,4,1,492,149,1991,12200
590000,2,1,120,87,1990,7400
555000,5,2,600,250,2000,13200
720000,3,2,342,157,1997,10300
360000,3,1,778,102,1970,8100
685000,3,4,20008,220,,27600
140000,4,,2023,161,1974,27200
450000,4,1,2023,211,1980,33900
591000,4,4,2000,214,2010,34300
550000,3,1,645,115,,9800
350000,3,1,700,109,1980,19400
640000,3,2,246,78,2006,14700
650000,3,2,5289,200,1990,22500
455000,4,,698,114,1974,20900
605000,3,1,4047,150,1960,51000
105000,3,,10633,207,2000,31400
1130000,5,2,810,318,1991,5400
640000,2,1,582,108,1920,693
412000,4,2,384,244,2008,31400
780000,5,3,645,116,1948,9700
975000,4,4,105966,181,1998,34900
635000,4,2,426,186,2011,6600
485000,3,2,249,103,2000,9500
550000,2,,506,93,1925,4100
906000,4,2,321,206,2006,19900
140000,3,,8012,140,1996,31200
645000,4,1,684,146,1976,9200
465100,3,2,385,145,2010,21600
285000,3,2,692,118,1982,12100
570000,3,2,961,241,1978,20100
415555,3,3,805,99,1977,12200
1200000,5,2,20089,395,2001,18400
370000,4,,525,181,1997,15700
645000,2,1,582,113,1920,681
1333000,4,2,29527,307,2006,24400
810000,3,6,683,136,1963,9700
325000,4,4,977,113,1950,12200
710000,4,2,20235,238,1970,36700
460000,3,2,10007,150,1989,25600
525000,3,4,431,132,2002,4800
850000,4,2,810,226,2012,5400
740000,4,3,541,145,,8900
330000,5,4,505,171,2005,35800
670000,4,2,648,235,,19300
775000,4,2,29357,167,,36100
620000,4,2,502,200,2010,24100
1520000,5,3,16940,497,,34000
982000,4,2,10000,247,1995,15800
820000,4,8,20045,219,1998,29700
1100000,4,2,20049,283,2005,20800
947000,3,2,651,114,1981,3800
652000,4,2,574,192,2008,6200
885000,3,2,652,99,,3800
470000,2,2,286,70,1969,9900
500000,4,2,4043,210,1980,26100
480000,3,1,961,148,,20200
330000,4,1,961,172,1970,20400
359000,4,2,575,178,1997,15700
480000,4,2,10021,300,2010,25700
880000,4,2,10048,200,2003,26500
1335000,5,3,6523,326,1989,21500
625000,3,3,572,132,1968,14700
530000,2,1,22258,98,1979,33100
155000,4,2,20002,200,1996,25200
1750000,4,2,556,335,,5200
432888,3,4,303,94,1992,5400
750000,3,1,193,106,1993,3000
1020000,4,2,20253,189,1978,21600
682500,3,4,320,180,2006,10100
700000,4,2,537,173,1957,12500
419000,4,2,582,322,2010,35500
720000,4,2,635,241,1994,20500
575000,3,,281,108,1996,9700
999000,4,4,30570,245,1991,27800
1200000,4,4,22397,224,1993,25300
849900,4,2,3215,232,2002,30600
1500000,2,1,23032,72,1964,17300
117000,3,,10615,202,,31300
100000,3,1,7366,150,,26900
655000,3,2,20052,123,2006,26800
680000,1,2,20116,88,1990,24800
725000,4,6,110825,198,1999,32400
1310000,3,,503,462,1955,3000
930000,4,2,527,238,2008,12600
832500,4,2,13701,275,,57600
355000,3,1,683,85,1975,12300
460000,2,2,472,100,1977,6300
520000,4,2,393,149,1994,9400
650000,2,2,456,158,1952,4900
810250,3,3,348,98,1989,7800
640000,3,1,1011,110,1990,9200
660000,4,1,375,195,1996,10300
365000,3,4,1110,99,1980,10600
233000,3,1,465,108,1992,38300
203000,4,1,302,105,1994,26100
380000,4,1,517,146,1990,13400
477000,4,2,383,140,2012,19300
1285000,4,2,423,285,2011,8000
243000,3,1,315,96,2005,11100
305000,3,1,1049,90,1978,23000
635000,3,2,548,178,2006,6900
560000,4,2,572,201,2008,40800
555000,2,2,398,117,1938,4500
435000,3,2,593,127,1987,13200
517000,3,,2565,183,1970,18800
407500,3,1,221,101,2000,8400
581000,4,2,511,209,2006,7200
105000,3,1,1296,65,1968,32000
418000,3,2,302,129,2010,24100
1795000,4,2,481,333,2001,8400
575000,5,2,631,94,2002,13600
805000,3,2,268,186,2005,4800
660000,3,2,531,149,2008,5000
570000,3,2,1048,104,,12500
1355000,4,2,687,240,1994,9600
148000,4,1,395,96,1971,25900
689000,3,1,353,117,1989,8200
390000,3,2,510,125,1996,20200
510000,3,1,624,114,1990,9200
1121000,3,2,339,180,2002,3500
259000,3,1,334,99,1998,15800
340000,2,3,911,84,1970,7000
450000,4,2,1012,119,1989,7600
355000,3,3,904,113,1993,10900
340000,4,1,887,165,1960,13600
390000,3,2,577,181,1997,7600
490000,3,2,1011,142,2006,7000
502500,3,2,759,117,2000,5400
680000,3,2,1063,133,2007,11600
380000,4,1,287,157,2008,10000
725000,5,2,719,166,1975,11000
465000,4,2,708,148,1990,27500
272500,2,1,954,71,1984,39800
337000,3,,717,100,1990,13300
606000,4,2,950,147,,21400
1275000,4,2,638,211,2000,8200
1510000,1,,290,230,1995,10200
440000,3,2,338,106,,6700
879000,4,1,910,234,1935,3500
480000,4,2,680,134,,17700
205000,3,2,412,141,,14400
540000,4,3,644,206,2006,40600
590000,4,2,616,245,,19900
450000,3,2,485,181,2009,22300
860000,6,3,756,254,1986,17400
545000,4,2,603,224,2006,28100
640000,3,2,411,200,,15400
410000,3,2,653,130,1992,19700
780000,4,2,829,218,1994,21100
1320000,4,3,817,461,1993,13600
511000,4,2,734,214,2003,19800
640000,4,2,569,225,2014,23200
428150,3,2,251,110,2013,15700
302000,4,2,457,139,2000,32900
440000,2,2,2080,214,1980,22800
587000,4,4,756,183,1972,13200
1090000,4,2,29999,306,2007,29700
460000,3,2,311,137,2012,13300
289000,3,2,729,165,1987,44100
430000,4,2,515,222,2006,15300
400000,4,2,576,231,2011,37700
815000,3,2,192,163,2011,3900
1400000,4,,858,297,2008,34000
405500,4,2,700,140,1992,13400
580000,4,1,708,155,1973,12100
388000,4,1,509,186,1985,15600
530000,4,5,976,166,1982,16000
490000,4,2,536,248,1998,23200
390000,4,2,493,160,2005,35400
660000,4,2,700,230,,16100
372500,4,2,491,158,2006,23000
480000,3,2,326,118,1996,8300
410000,3,,2067,214,1930,19300
510000,4,2,480,244,2011,22800
635000,4,2,509,230,2011,15300
1135000,4,2,427,312,2010,17100
391000,3,2,687,102,1986,13900
593000,4,2,322,154,1983,9100
2200000,4,2,683,290,1990,11400
390500,3,2,809,162,1986,55500
1170000,3,2,359,234,1999,13500
550000,4,2,853,211,2006,21000
265000,3,1,695,175,1980,13200
430000,5,2,740,239,2006,35000
270000,2,1,2082,90,1930,39700
673000,4,2,10600,236,2004,46400
440000,3,2,307,133,2012,19000
450000,4,2,477,179,2011,15000
348000,3,5,850,98,1967,32700
850000,3,4,539,100,1921,2200
525000,4,2,651,174,1996,28300
850000,7,3,2408,522,2011,20700
900000,4,2,506,193,1934,4100
550000,3,2,728,113,1967,15100
290000,3,4,688,115,1971,26400
435000,4,2,542,142,2003,18400
940000,4,3,734,240,2015,26700
550000,4,,917,125,1975,18900
286000,3,1,685,118,1977,38300
545000,4,2,433,203,2014,22100
605000,4,2,451,182,2008,16700
390000,4,2,737,158,,45800
795000,4,3,730,308,2004,20000
580000,4,2,373,182,,19800
445000,4,2,550,204,2007,32300
1050000,3,2,400,217,1993,8400
1040000,4,2,457,297,2005,7500
575000,4,2,351,182,2004,27000
363000,3,,352,112,1986,5900
600000,4,2,1012,141,,14300
730000,4,1,712,173,1987,10900
385000,4,3,642,203,2002,48000
321000,3,2,300,144,2015,39200
592000,4,2,608,204,2004,16200
412000,4,1,680,180,1990,16200
570000,3,2,317,124,2002,6500
1140000,4,4,1047,200,,12400
77000,2,1,728,111,1965,18300
580000,5,2,469,251,2015,24300
1750000,4,3,690,161,1945,2500
1085000,2,2,708,224,1953,3700
1040000,5,2,797,460,2007,52400
305000,3,2,1674,149,,39900
725000,5,2,633,313,2012,14400
520000,4,2,635,218,2007,24800
565000,3,2,1599,135,2007,26600
650000,4,2,2341,185,1979,21900
415000,3,2,692,91,1965,18100
838000,4,2,495,166,1965,9100
572500,4,,624,242,2006,17300
415000,3,,461,147,1976,20000
320000,4,2,584,124,2003,28800
436000,4,2,375,153,2015,43400
550000,4,2,480,176,2010,20600
325000,3,2,225,102,2016,38900
399000,4,2,297,130,,22500
695000,4,3,538,215,2008,13700
545000,4,2,620,163,1997,28500
471250,3,2,600,214,2007,26600
457500,4,4,582,204,,14400
350000,4,3,455,116,1994,12100
632000,4,2,683,187,1972,14600
508000,4,2,375,149,2014,26400
580000,4,2,718,201,1998,20700
512500,3,1,763,119,1974,20700
480000,4,2,497,153,1998,20200
580000,4,2,678,269,2007,21100
855000,5,2,700,215,1981,10600
380000,3,2,806,225,,8500
770000,5,3,802,322,2010,48000
340000,4,2,551,137,1999,35000
542000,4,2,544,163,,21700
470000,4,2,558,230,2007,21000
220000,3,2,210,101,2014,49200
365000,4,2,556,152,2004,31000
919500,4,2,793,250,1980,10600
455000,3,2,711,115,1976,21100
398000,4,4,544,185,2008,23100
380000,4,1,460,125,1993,19400
710000,4,4,7936,193,1986,25800
470000,1,2,786,174,1974,15000
365000,3,2,334,143,2012,12000
715000,3,1,769,388,1953,3800
395000,3,2,687,110,1981,21800
620000,3,1,692,117,1978,12000
370000,3,1,1052,109,1946,16800
460000,3,1,727,127,1981,19600
530000,4,2,685,120,1976,17900
575000,3,2,579,195,1994,31800
510000,5,4,1809,180,1993,21100
670000,2,2,459,98,1978,9300
118321,4,2,491,143,2010,28100
1025000,5,2,724,305,2011,37100
780000,6,2,561,255,2006,15100
565000,4,2,703,218,1990,10000
300000,4,1,520,170,1996,20900
355000,4,2,582,156,1997,32400
1500000,4,2,730,458,2011,11300
712000,4,2,887,350,1993,19800
750000,4,2,384,223,2015,28500
517000,4,2,570,185,2004,25000
1520000,4,2,1042,220,1965,9000
400000,3,1,692,96,,12100
691000,3,4,520,191,1972,6500
750000,4,2,633,311,2010,20000
429000,4,6,567,258,2008,35600
530000,4,2,693,172,2001,20900
470000,4,2,704,170,1992,27800
922000,5,2,11392,200,,16900
687500,3,2,301,160,2007,32100
318000,3,2,395,143,2014,27900
560000,3,2,468,174,2015,16700
290000,3,2,380,121,2006,33100
825000,5,2,870,184,1996,6400
365000,4,2,413,168,2014,42300
500000,4,1,688,129,1975,10900
750000,6,6,2231,307,1988,24800
1500000,4,2,1138,205,1945,3900
735000,4,2,788,219,1992,15000
395000,4,6,812,178,1985,22700
530000,4,2,580,179,2002,20900
445000,4,2,463,139,1997,8300
575000,4,3,735,193,1979,16800
1800000,4,3,457,303,2004,3600
610000,4,2,822,181,1976,14600
270000,3,,12918,375,,17900
640000,4,2,556,152,2003,12300
600000,4,2,803,195,1990,17100
745000,4,2,762,268,2007,52600
550000,4,2,4378,152,1970,22500
530000,4,2,820,192,1979,56700
1350000,3,4,1304,277,1966,12500
580000,4,2,2114,205,1985,25800
1810000,4,2,413,252,2002,13200
2437000,3,2,1052,278,1965,9400
280000,3,7,852,152,1956,32200
620000,4,,462,270,2004,39300
1200000,5,4,1913,288,2008,19600
415000,4,2,544,155,2003,12500
300000,3,,593,111,,19500
825000,4,1,682,142,1974,11800
520000,4,2,2466,195,1988,30300
580000,4,2,576,178,2002,15900
600000,3,2,926,117,1960,10300
825000,7,3,4494,386,2010,30300
1360000,4,2,766,395,2001,7600
620000,4,4,762,220,,19000
1220000,2,2,510,136,1926,13800
550000,3,2,2072,126,1963,22100
350000,3,1,761,105,1978,13800
1321500,3,2,438,346,2014,22000
245000,3,1,390,90,1995,19600
635000,4,2,440,264,2007,16700
525000,3,2,459,118,1910,3272
760000,5,2,2294,280,1987,25400
660000,4,2,744,203,1980,13300
309750,3,2,325,122,2013,28100
495000,4,2,579,165,2000,21500
90000,3,1,692,114,1958,18100
920000,5,2,811,214,1994,22400
485000,4,2,668,194,1993,13100
605000,3,2,2024,210,1970,17700
517000,4,2,522,201,2015,21300
365000,4,2,657,143,1996,35100
2000000,5,4,665,449,2011,13000
370000,3,1,693,99,1969,11400
930000,5,2,1116,387,1988,20900
2269000,4,2,635,630,2001,13000
620000,4,2,2000,237,2002,35100
455000,3,2,829,116,1978,11100
535000,4,2,448,230,2015,14600
1825000,5,4,1180,412,1996,21300
1220000,4,2,506,232,2004,8000
449000,3,2,496,180,2003,22900
580000,4,1,709,191,1972,15100
280000,4,2,604,187,2002,46500
830000,4,3,11215,382,1991,18900
765000,3,2,200,174,1998,5700
965000,4,2,2000,184,2012,17900
1155000,4,2,768,191,1986,10200
587000,4,2,500,217,2006,15800
435000,4,2,394,160,2014,26000
685000,4,2,717,182,1980,14500
436000,3,1,685,109,1976,19500
595000,4,3,1276,210,1980,23500
385000,4,2,514,133,2005,31500
380000,3,1,263,109,2001,7300
635000,4,2,608,238,2013,20900
174000,4,2,400,171,,27400
1225000,6,5,19998,300,2003,29700
430000,4,2,672,173,,31400
370000,4,2,1029,222,2007,14000
440000,3,,457,134,1999,9400
425000,5,2,1451,268,1974,20300
510000,3,2,256,147,1994,25300
618000,4,2,748,235,2001,20200
512500,4,2,600,183,1999,20000
555000,4,2,517,216,,19500
711000,4,2,750,232,1988,20300
440000,4,,626,206,,28800
350000,3,2,510,103,1996,13300
805000,4,,551,251,1998,8400
310000,3,2,423,119,1994,11900
510000,4,2,504,186,,16100
491000,3,2,789,200,1976,44300
535000,4,,528,224,2015,27400
513500,3,1,315,124,1999,9200
595000,3,1,1619,115,1980,13800
959000,3,1,791,104,,15200
626000,5,3,704,203,1988,14900
430000,4,2,517,182,2006,36800
520000,4,4,544,203,2005,15400
650000,4,2,704,250,1998,21000
340000,3,2,441,175,2005,33300
525000,4,2,2457,53,1986,34200
520000,4,,254,222,2015,22000
450000,3,1,855,122,1978,11600
450000,3,2,695,112,1983,23200
855000,4,2,467,221,2010,7500
549000,4,2,608,235,2005,24200
2000000,4,4,586,217,1970,13400
627000,4,2,510,219,2014,39000
635000,4,4,1932,235,1991,21700
511000,4,2,841,219,2005,33100
590000,5,2,582,243,2008,23600
300000,4,2,700,170,1977,49400
268000,3,1,421,99,,14900
570000,5,2,651,191,1998,16000
1450000,3,1,663,150,1920,13200
590000,5,2,699,250,1998,15900
770000,4,2,710,214,1990,20000
1315000,3,2,313,217,2013,6900
1700000,5,2,1240,348,1964,4500
360000,4,2,560,127,2000,35100
225000,4,2,480,156,2015,26100
479000,4,2,906,141,1975,14500
450000,4,2,510,241,2012,38900
250000,3,,688,95,1979,40100
750000,5,2,829,300,1975,14500
1900000,4,3,701,260,1994,6500
460000,3,3,1012,146,1970,17800
1140000,3,1,306,110,1917,9500
855000,4,2,723,204,1990,11200
525000,4,2,623,204,2013,20300
2000000,2,2,1011,278,1930,12700
378500,3,2,242,140,2015,15500
460000,4,,603,193,,27800
435000,3,1,722,149,1981,27400
620000,4,2,723,218,2000,20500
825000,3,,300,216,2008,19800
550000,4,2,707,145,1977,14200
520000,4,2,658,190,2001,28800
560000,4,2,517,245,1998,15900
400000,3,2,704,194,2001,19900
370000,3,2,693,127,,11900
640000,4,2,995,150,,34600
760000,4,1,2232,162,1952,18100
508000,3,1,710,137,1980,21800
725000,3,2,719,136,1980,15300
655000,4,2,700,162,1985,18000
390000,3,2,383,163,2013,43400
346500,3,1,910,79,1975,40600
425000,4,2,620,185,,54600
718000,2,1,1237,106,1964,8500
225000,3,2,824,85,1975,32000
1365000,4,2,817,243,1970,12000
830000,3,2,738,170,1980,15500
365000,4,2,641,200,2004,37400
565000,4,2,620,228,2002,13600
380000,4,2,411,144,2000,12000
1430000,5,2,823,279,1977,10200
399999,3,2,405,165,2015,55600
385000,3,1,576,107,2000,15500
530000,4,2,771,136,1975,17400
615000,4,2,4034,250,1990,25000
482500,4,2,535,180,2007,26800
635000,4,4,529,170,1959,7600
565000,4,2,918,273,1989,19000
485000,4,2,426,189,2012,24300
460000,3,2,412,174,2008,26500
450000,4,2,423,207,2013,18500
620000,4,2,788,278,2015,25100
450360,4,2,450,214,,45600
565000,4,2,603,193,2008,24100
360000,4,1,810,165,1974,20900
350000,4,2,597,147,2006,24500
415000,3,2,300,131,2014,38800
370000,4,3,680,204,1987,17700
495000,4,2,471,161,2009,10400
368000,3,1,481,154,1994,13500
620000,3,3,2223,252,2005,29800
1140000,4,2,1148,229,1972,10700
645230,3,2,2007,218,2004,28200
649001,4,2,970,194,1998,35700
1000000,2,2,794,131,,4100
539000,4,2,314,206,2014,25300
735000,4,2,595,181,2003,10500
485000,3,1,728,88,1965,15100
1300000,5,3,11104,340,1992,18600
470000,3,1,815,110,1973,18900
300000,3,1,222,102,2008,8400
1100000,1,,500,254,2015,8300
557000,4,4,521,200,2010,21400
746500,4,3,717,236,2006,18100
1100000,4,,799,199,1982,12300
855100,4,2,450,212,2004,7600
320000,3,2,973,95,,33200
1215000,5,2,519,158,1932,3700
720000,4,2,776,196,1988,13600
358000,4,,440,167,2016,22400
260000,3,2,530,88,1992,44000
479000,4,2,606,180,2005,24800
550000,4,2,682,156,1998,26400
485000,3,1,943,177,1976,20200
130000,3,,911,242,1980,20300
1250000,5,2,781,267,2004,4100
565000,4,3,1996,150,1985,23000
410000,3,1,703,87,1988,10100
1750000,4,3,860,271,1993,12100
610000,4,2,738,169,1989,25000
357000,3,2,692,86,1970,12200
770000,4,4,810,282,2009,57200
497000,3,2,331,161,2006,36900
530000,4,2,886,168,1992,9400
420000,3,2,603,117,2001,12900
388000,3,2,360,137,2013,21700
340000,4,1,39031,190,1981,21300
440000,4,1,512,171,,28000
520000,4,2,559,193,2001,26900
205000,4,,459,183,2013,22200
1010000,3,2,535,120,1930,4000
560000,2,2,2570,125,1994,17500
500000,4,2,603,243,2013,34300
460000,2,1,296,80,,12300
400000,4,2,759,115,1967,8900
430000,3,3,3395,320,1970,26500
2250000,4,2,592,257,2012,9300
680000,4,2,2005,232,2005,28200
822000,4,6,2505,271,2007,28100
810000,4,2,574,244,2007,16500
649000,3,1,688,180,1976,19400
635000,4,1,707,142,1980,21700
332000,3,1,545,100,,11000
635000,4,2,674,94,1930,4300
415250,3,2,794,146,1981,15300
920000,4,2,314,265,2001,6000
425000,4,2,1070,157,1975,18300
565000,4,3,672,229,2006,52600
565000,4,2,709,138,1980,18200
310000,4,2,400,130,2006,23800
85000,4,2,29916,384,1990,29000
715000,5,2,1127,280,1996,17000
385000,4,2,352,116,2002,20000
537000,4,2,540,209,2010,20200
391000,4,2,701,167,1988,13300
510000,4,2,876,174,1988,13700
850000,4,1,880,159,1972,10000
380000,4,2,792,180,1990,34400
910000,3,4,728,181,1980,12700
410000,4,2,1421,151,1950,23800
435000,4,2,609,230,2007,25600
1630000,4,2,447,285,2003,7700
285000,4,2,360,130,1999,21100
382000,3,2,240,108,2010,20700
1200000,4,2,2002,301,1997,20300
532500,4,2,614,218,2006,24700
435000,4,2,493,269,2007,40100
390000,4,1,704,128,1974,11800
625000,4,2,1136,207,1970,17600
750000,4,4,24276,169,2003,37800
825000,4,6,735,199,1982,10900
625000,3,2,452,133,1994,6900
910000,4,2,650,256,2015,28500
795000,5,2,4004,289,2005,29600
890000,4,2,380,204,2008,15100
519000,4,2,453,171,2012,24400
2031000,3,2,700,257,1964,15500
550000,5,2,994,266,1974,12500
435000,4,2,542,131,2005,12100
